"ACA_Tracking__c","Account_Source_Detail__c","Account_Source_Options__c","Account_Status__c","Account_Type__c","AccountSource","Adoption_Date__c","Banking_Information__c","Benefits_Plan__c","Bill_Rate__c","BillingCity","BillingPostalCode","BillingState","BillingStreet","Business_Structure__c","Check_Date__c","Client_Expectations__c","Client_Legal_Name__c","Client_Prioritieis__c","Close_Date__c","COBRA__c","COI__c","COI_Renewal_Date__c","Company_HQ_State__c","Company_Start_Date__c","Cost_Centers__c","CPEO_Form_8973_Sent_to_IRS__c","CreatedDate","Current_Payroll_PEO_Provider__c","DBA_Name__c","Delivery_Method__c","Description","E_Verify__c","E_Verify_Connector__c","EAP__c","Effective_Date__c","EIN__c","Employee_Data_Import_Received__c","Employee_Types__c","EPLI__c","Exemptions__c","Fax","First_Check_Date__c","First_Pay_Period__c","FMLA__c","Funding_Method__c","History_Required__c","HR_Contact__c","HR_Team__c","HRIS__c","Id","Important_Information__c","Industry","Job_Costing_Requested__c","Master_401k__c","Master_Ancillary__c","Master_Handbook__c","Master_Health__c","Master_Plan_Effective_Date__c","Master_WC__c","NACIS_Code__c","NAIC_Code__c","Name","Number_of_Pay_Periods__c","NumberOfEmployees","Onboarding_Method__c","Operating_Status__c","Ownership","ParentId","Pay_Frequency__c","Pay_Period_1__c","Pay_Period_2__c","Pay_Period_3__c","Pay_Period_4__c","Pay_Period_End__c","Pay_Period_Start__c","Payroll__c","Payroll_Contact__c","Payroll_Personnel__c","Payroll_Platform__c","Period_1_End__c","Period_1_Pay_Date__c","Period_1_Start__c","Period_2_End__c","Period_2_Pay_Date__c","Period_2_Start__c","Period_3_End__c","Period_3_Pay_Date__c","Period_3_Start__c","Period_4_End__c","Period_4_Pay_Date__c","Period_4_Start__c","Phone","Plan_ID__c","Plan_Start_Date__c","Pretty_Contribution__c","Pretty_Eligibility__c","Previous_Payroll_Provider__c","Prior_Payroll_Provider__c","Quarterly_Announcement__c","Rating","Reason_for_leaving__c","Referrer_Name__c","Retirement_Deduction_Codes_Needed__c","Sales_Commitments__c","Scheduled_Termination_Date__c","Semi_Monthly_Pay_Day__c","Semi_Monthly_Pay_Period_1_End__c","Semi_Monthly_Pay_Period_1_Pay_Day__c","Semi_Monthly_Pay_Period_1_Start__c","Semi_Monthly_Pay_Period_2_End__c","Semi_Monthly_Pay_Period_2_Pay_Day__c","Semi_Monthly_Pay_Period_2_Start__c","Semi_Monthly_Pay_Period_Days__c","Service_ACA__c","ShippingCity","ShippingPostalCode","ShippingState","ShippingStreet","Special_Instructions__c","Spending_Plan__c","Stand_Alone_Renewal_Date__c","State_SUTA__c","State_SUTA_Rate__c","States__c","Tax_Exempt_Status__c","Term_Date__c","Term_Notification_Date__c","Term_Reason__c","Term_Reason_Detail__c","Time_Clock_Types__c","TLM__c","Track_Accruals__c","Type","UKG_Short_name__c","Vesting_Schedule__c","Website","Weekly_Pay_Day__c","Weekly_Period_End__c","Weekly_Period_Start__c","Welcome_Call_Completed__c","Welcome_Call_Date__c","Worklio_Client_Number__c","Year_Business_Started__c"
"false","Emmitt Scully","Emmett Scully","Client","PEO","Broker","","","","","Goose Creek","29445","SC","121 Carolina Avenue","","2022-10-07","","C.R. Hipp Construction, Inc.","","2022-04-12","false","","","SC","","","false","2021-08-12T17:36:40.000Z","","","","","false","false","false","2022-04-19","","false","","false","Not Exempt","","","","false","","","","false","false","0011U00001q5fHoQAI","","Construction","","false","false","false","false","","false","","","C.R. Hipp Construction","","81","UKG","","","","Weekly","","","","","2022-10-01","2022-09-25","false","","Stephen King","UKG","","","","","","","","","","","","","8439964507","","","","","","PropelHR","false","","","","","","","","","","","","","","","false","Goose Creek","29445","SC","121 Carolina Avenue","","","","","","SC","","","","","","","false","false","PEO","","","crhippconstruction.com","","","","true","2022-04-19","",""
"false","","","Prospect","","Client Upsell","","","","","Eastanollee","","GA","1903 Clary Connector","","","","","","","false","","","","","","false","2021-08-13T21:19:13.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001q5vB7QAI","","Manufacturing","","false","false","false","false","","false","","","Dewtex","","66","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(706) 779-6989","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
"false","Paul Garrigan","","Client","ASO","PropelHR Employee","","","","","Greenville","29601","SC","669 North Academy Street","","2021-10-13","","Eastern Design Services, Inc.","","2021-08-23","false","","","SC","","","false","2021-08-19T17:20:51.000Z","","","","","false","false","false","2021-09-13","57-0682519","false","","false","Not Exempt","","","2021-10-03","false","","","","false","false","0011U00001thwGMQAY","","Consulting","","false","false","false","false","","false","","","Eastern Design Services","","7","","","","","Weekly","","","","","2021-10-09","2021-10-03","false","0031U00001sFGVTQA4","Samantha Brooks","UKG HR","","","","","","","","","","","","","864-679-6060","","","","","","PropelHR","false","","","","","","","","","","","","","","","false","Greenville","29601","SC","669 North Academy Street","","","","","","GA;SC","","","","","","","false","false","ASO","","","www.easterndesign.com","","","","true","2021-09-13","EasternDesign",""
"false","","","","","","","","","","","","Illinois","","","","","","","","false","","","","","","false","2021-08-23T16:27:08.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001tieHvQAI","","Computer Software","","false","false","false","false","","false","","","Aldrich Web Solutions, Inc","","50","","","","","","","","","","","","false","","","","","","","","","","","","","","","","6183640035","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","aldrichsolutions.com","","","","false","","",""
"false","","4A's","Prospect","","Association","","","","","","","","","","","","","","","false","","","","","","false","2021-08-23T19:55:49.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001tihDaQAI","","","","false","false","false","false","","false","","","Mintz & Hoke","","45","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-08-24T13:44:24.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001tiq6sQAA","","","","false","false","false","false","","false","","","PVI CM Inc","","50","","","","","","","","","","","","false","","","","","","","","","","","","","","","","484-601-7140 x107","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","pvicm.com","","","","false","","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-08-24T13:58:52.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001tiqE3QAI","","","","false","false","false","false","","false","","","ODME Solutions LLC","","200","","","","","","","","","","","","false","","","","","","","","","","","","","","","","760-822-6630","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","odmesolutions.com","","","","false","","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-08-24T15:30:44.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001tirD4QAI","","Management Consulting","","false","false","false","false","","false","","","Boston Strategic Partners","","50","","","","","","","","","","","","false","","","","","","","","","","","","","","","","1 201 407 0017","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","bostonsp.com","","","","false","","",""
"false","Lee Yarborough","","Client","PEO","PropelHR Employee","","","","","Greenville","29607","SC","100 West Antrim Drive","","2022-01-15","","","","2021-11-19","false","","","SC","","","false","2021-08-24T18:20:39.000Z","","","","","false","false","false","2021-12-01","","false","","true","Not Exempt","","","","false","","","0031U00001sGIdFQAW","false","false","0011U00001tit0RQAQ","","Not For Profit","","true","false","false","false","","false","","","Greenville Housing Fund","","5","Worklio","","","","Semi-Monthly","","","","","2022-01-10","2021-12-26","false","","Stephen King","Worklio","","","","","","","","","","","","","8642356331","","","The company offers a Safe Harbor match, providing a 100% match on employee 401k contributions up to 4% of their salary.","Age: 18 years
Service: 1 month

All eligible employees are automatically enrolled with a 4% deferral unless the employee opts out","","PropelHR","true","Hot","","","","","","","","","","","","","","false","Greenville","29607","SC","100 West Antrim Drive","","","","","","SC","","","","","","","false","false","PEO","","","www.greenvillehousingfund.com","","","","true","2021-12-01","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-08-25T14:05:31.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001tj2g6QAA","","","","false","false","false","false","","false","","","Veterans Guardian VA Claim Consulting","","140","","","","","","","","","","","","false","","","","","","","","","","","","","","","","9109644210","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
"false","","","","","Self Generated","","","","","Marietta","30066","GA","1155 Bells Ferry Rd.","","","","A&F Traler Manufacturing, Inc.","","","false","","","","","","false","2021-08-27T18:35:29.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001tjVmHQAU","","Manufacturing","","false","false","false","false","","false","","","A&F Trailer Manufacturing, Inc","","10","","","","","","","","","","","","false","","","","","","","","","","","","","","","","7704209194","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","http://www.aftrailer.com","","","","false","","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-09-02T17:05:57.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001tkhVpQAI","","","","false","false","false","false","","false","","","RED 6 INC.","","43","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","red6ar.com","","","","false","","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-09-07T17:21:35.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001uiRnsQAE","","","","false","false","false","false","","false","","","Vein Specialists Of The South Llc","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","4782164646","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-09-09T14:39:48.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001uixNfQAI","","","","false","false","false","false","","false","","","GAFFEY Healthcare","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","800) 228-0647","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
"false","","","Client","PEO","","","","","","New York","10018","NY","1065 Avenue of the Americas 16th Floor","","","","Advertising Digital Identification LLC","","2021-09-15","false","Yes","2023-01-01","NV","","","false","2021-09-15T15:18:14.000Z","","","","","false","false","false","2021-09-14","","false","","true","","","","","false","","","0031U00001sHl7aQAC","false","false","0011U00001uknUjQAI","","","","false","false","false","false","","false","","","Advertising Digital Identification","","1","","","","0011U00000QMmN4QAL","Semi-Monthly","","","","","","","false","","Michelle Bogle","UKG","","","","","","","","","","","","","0000000000","","","","","","","false","Hot","","","","","","","","","","","","","","false","New York","10018","NY","1065 Avenue of the Americas 16th Floor","","","","","","GA;IL;MD;MI;NJ;NY;NC;TX","","","","","","","false","false","PEO","","","www.nowebsite.com","","","","false","","",""
"false","","4A's","Prospect","","Association","","","","","","","","","","","","","","","false","","","","","","false","2021-09-15T17:52:08.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001ukpEVQAY","","","","false","false","false","false","","false","","","Williams-Helde","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
"false","Andy Sharpe/Cliff Bray","Andy Sharpe","Terminated","PEO","Broker","","","","","Charlotte","28203","NC","125 Remount Road Suite C-1 #494","","","","TranSharpe Solutions, LLC","","2021-09-30","false","","","NC","","","false","2021-09-15T19:57:20.000Z","","","","","false","false","false","2021-10-04","45-4518725","false","","false","","","","","false","","","0031U00001sxNqAQAU","false","false","0011U00001ukqZFQAY","","Finance, Insurance, Real Estate","","false","false","false","false","","false","","","TranSharpe Solutions","","3","Worklio","Actively Operating","","","Biweekly","","","","","","","false","","Leah Johnson","Worklio","","","","","","","","","","","","","(336) 794-6653","","","","","","PropelHR","false","Cold","","","","","","","","","","","","","","false","Charlotte","28203","NC","125 Remount Road Suite C-1 #494","","","","","","AZ;NC;SC","","","","","","","false","false","PEO","","","www.tranSharpe.com","","","","true","2021-10-04","71080",""
"false","","","Client","PEO","Referral Partner","","","","","Chapel Hill","27516","NC","109 Church Street","","","","Carolina Angel Network","","2022-02-28","false","","","NC","","","false","2021-09-16T15:39:30.000Z","Other","","","","true","false","true","2021-09-15","81-4559010","false","","true","","","","2022-07-01","false","","","0031U00001sxbgcQAA","false","false","0011U00001ul0XzQAI","","Other","","true","false","false","false","","true","","","Carolina Angel Network","","3","Paper","Actively Operating","","","Biweekly","","","","","","","true","0031U00001sxbgcQAA","Samantha Brooks","Worklio","","","","","","","","","","","","","0000000000","","","The company provides a 100% match on employee 401k contributions, up to a maximum of 6% of the employee's salary.","Age: 18 years
Service: 1 hour","","PropelHR","true","","","","","","","","","","","","","","","false","Chapel Hill","27516","NC","109 Church Street","","","","","","NC","","","","","","","false","false","PEO","","","https://www.carolinaangelnetwork.com/","","","","false","","71108","2016"
"false","","","","","Other","","","","","Columbus","","OH","1451 Rome Hilliard Rd.","","","","","","","false","","","","","","false","2021-09-17T14:29:39.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001ulCvrQAE","","","","false","false","false","false","","false","","","Perkins Restaurant & Bakery","","16","","","","","","","","","","","","false","","","","","","","","","","","","","","","","6149180697","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","http://perkinsrestaurantandbakery.com","","","","false","","",""
"false","","","","ASO","","","","","","","","","","","","","","","","false","","","","","","false","2021-09-17T17:23:27.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001ulEcrQAE","","","","false","false","false","false","","false","","","Simply Southern Chiropractic Center","","20","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","ASO","","","","","","","false","","",""
"false","","","Client","ASO","Client Relations","","","","","Merritt Island","32953","FL","100 Sea Ray Drive","","","","Arnott Industries","","2021-11-23","false","","","FL","","","false","2021-09-21T13:34:20.000Z","","","","Arnott, LLC is located in Merritt Island, FL, United States and is part of the Automotive Parts, Accessories, and Tire Stores Industry. Arnott, LLC has 155 total employees across all of its locations and generates $39.49 million in sales (USD). (Sales figure is modelled). There are 3 companies in the Arnott, LLC corporate family.","false","false","false","2021-09-20","","false","","false","","","","","false","","","","false","false","0011U00001umQrEQAU","","Automotive","","false","false","false","false","","false","","","Arnott","","256","","","","","Biweekly","","","","","","","false","","Michelle Bogle","UKG HR","","","","","","","","","","","","","8002518993","","","","","","PropelHR","false","","","","","","","","","","","","","","","false","Merritt Island","32953","FL","100 Sea Ray Drive","","","","","","FL","","","","","","","false","false","ASO","","","www.arnottinc.com","Friday","","","false","","",""
"false","","","Terminated","PEO","","","","","","","","","","","","","Kurtz and Company, PC","","2021-11-05","false","","","","","","false","2021-09-22T17:01:35.000Z","","","","","false","false","false","2022-01-14","75-2452274","false","","false","","","","2022-01-01","false","","","","false","false","0011U00001vXfPLQA0","","","","false","false","false","false","","false","","","Kurtz & Company, P.C.","","19","","","","","Semi-Monthly","","","","","","","false","0031U00001tgGyMQAU","","UKG","","","","","","","","","","","","","","","","","","","PropelHR","false","","","","","","2022-11-30","","","","","","","","","false","","","","","","","","","","TX","","2022-11-30","2022-09-30","Sold Business","","","false","false","PEO","KurtzCPA","","","","","","false","","",""
"false","","","","","Referral Partner","","","","","Charlotte","28277","NC","5113 Piper Station Drive
#102","","","","","","","false","","","","","","false","2021-09-22T18:41:19.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001vXiS7QAK","","Wholesale","","false","false","false","false","","false","","","Alliance Sales and Marketing","","500","","","","","","","","","","","","false","","","","","","","","","","","","","","","","7047521919","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","www.alliancesalesinc.com","","","","false","","",""
"false","","","Client","PEO","","","","","","Mount Pleasant,","29464","sc","1501 Bell Isle Ave. Suite 220","","2022-10-14","","Xequel Bio, Inc","","2021-10-14","false","","","SC","","","false","2021-09-22T19:11:19.000Z","","Xequel Bio","","","true","false","true","2021-09-21","","false","","true","Not Exempt","","","2022-10-14","false","","","003AJ000001q6MBYAY","true","true","0011U00001vXitNQAS","","Healthcare","","false","false","false","true","","false","","","Xequel Bio","","14","UKG","Actively Operating","","","Semi-Monthly","","","","","2022-10-15","2022-10-01","true","003AJ000001q6MBYAY","Stephen King","UKG","","","","","","","","","","","","","4159251873","","","","","","PropelHR","false","","","","","","","","","","","","","","","false","Mount Pleasant,","29464","SC","1501 Bell Isle Ave. Suite 220","","","","","","CO;CT;SC;TN;TX","","","","","","","true","false","PEO","xequel","","https://xequel.com/","","","","false","","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-09-23T18:23:38.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001vXujRQAS","","","","false","false","false","false","","false","","","Neurolens","","50","","","","","","","","","","","","false","","","","","","","","","","","","","","","","+1 949-339-5157","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","neurolenses.com","","","","false","","",""
"false","","","","","Referral Partner","","","","","","","","","","","","","","","false","","","","","","false","2021-09-24T13:28:05.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001vY3oeQAC","","","","false","false","false","false","","false","","","Peace of Mind Transitions","","20","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(404) 862-4271","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","http://www.peaceofmindtransitions.com","","","","false","","",""
"false","","","","","Other","","","","","Murphy","","NC","","","","","","","","false","","","","","","false","2021-09-24T13:37:18.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001vY3teQAC","","Manufacturing","","false","false","false","false","","false","","","Aegis Power Systems, Inc.","","23","","","","","","","","","","","","false","","","","","","","","","","","","","","","","8288374029 x101","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","www.aegispower.com","","","","false","","",""
"false","","","","","Referral Partner","","","","","Greensboro","27409","NC","1061 Boulder Road","","","","National Fleet Management, Inc.","","","false","","","","","","false","2021-09-28T12:59:04.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001x28k8QAA","","Transportation/Trucking/Railroad","","false","false","false","false","","false","","","National Fleet Management, Inc.","","200","","","","","","","","","","","","false","","","","","","","","","","","","","","","","9167504959","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","www.nationalfleetmgt.com","","","","false","","",""
"false","","","Client","ASO","PropelHR Employee","","","","","Greenville","29605","SC","16 Heather Way","","","","Yarborough Recovery Solutions, LLC","","2021-10-01","false","","","SC","","","false","2021-09-29T15:54:33.000Z","","","","","false","false","false","2021-10-06","87-1776840","false","","false","","","","2021-10-22","false","","","","false","false","0011U00001x2NNdQAM","","Healthcare","","false","false","false","false","","false","","","Yarborough Recovery Solutions","","1","","","","","Biweekly","","","","","","","false","0031U00001v6F87QAE","Michelle Bogle","Worklio","","","","","","","","","","","","","0000000000","","","","","","PropelHR","false","","","","","","","","","","","","","","","false","Greenville","29605","SC","16 Heather Way","","","","","","SC","","","","","","","false","false","ASO","","","www.nowebsite.com","","","","true","2021-10-06","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-09-30T16:06:16.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001x2ZqYQAU","","","","false","false","false","false","","false","","","Bellars Harris Wealth Management Llc","","8","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-10-04T16:45:14.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001x3Mi1QAE","","","","false","false","false","false","","false","","","AKKASE GROUP LLC","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(402) 359-1265","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-10-04T18:54:57.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001x3QGWQA2","","","","false","false","false","false","","false","","","The Hardy Group","","200","","","","","","","","","","","","false","","","","","","","","","","","","","","","","4045681902","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","jhgi.com","","","","false","","",""
"false","Andy Sharpe/Cliff Bray","Andy Sharpe","Terminated","ASO","Broker","","","","","West Valley City","84120","UT","3556 S 5600 W #1-636","","2021-12-05","","Allstates Express Inc","","2021-10-20","false","","","UT","","","false","2021-10-05T18:45:48.000Z","","","","","false","false","false","2021-11-02","87-1722836","false","","false","Not Exempt","","","","false","","No","","false","false","0011U00001x3khNQAQ","","Dispatch and Services","","false","false","false","false","","false","","","Allstates Express","","1","","","","","Monthly","Monthly","","","","2021-11-30","2021-11-01","false","0031U00001v7jVgQAI","Becky Cumberland","Worklio","","","","","","","","","","","","","0000000000","","","","","","PropelHR","false","","","","","","2022-06-08","","","","","","","","","false","Salt Lake City","84104","UT","1435 S 4800 W Ste 900","","","","","","UT","","2022-06-01","","Closed Business","Out of business - notice received 6/8/22","","false","false","ASO","","","www.nowebsite.com","","","","true","2021-10-26","71084",""
"false","Andy Sharpe/Cliff Bray","Andy Sharpe","Client","ASO","Broker","","","","","Asheboro","27203","NC","176 N. Highway 42 #1002","","2022-04-20","","National Freight Lines, Inc.","","2022-02-24","false","","","NC","","","false","2021-10-05T18:51:58.000Z","","National Freight Lines","","","false","false","false","2022-07-21","","false","","false","","","","","false","","No","","false","false","0011U00001x3ki2QAA","","Dispatch/Transportation","","false","false","false","false","","false","","","National Freight Lines","","1","","","","","TBD","Weekly","","","","2022-04-16","2022-04-10","false","","Becky Cumberland","Worklio","","","","","","","","","","","","","828-398-6199 (ext. 219)","","","","","","PropelHR","false","","","","","","","","","","","","","","","false","Asheboro","27205","NC","2019 South Fayetteville St. Unit C","","","","","","NC","","","","","","","false","false","ASO","","","www.nowebsite.com","","","","false","","",""
"false","","","Terminated","ASO","","","","","","Midland","79705","TX","2408 North Big Spring Street","","","","The Kent Companies","","2021-10-06","false","","","","","","false","2021-10-06T15:45:49.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001x44ydQAA","","Retail","","false","false","false","false","","false","","","The Kent Companies","","500","","","","","","","","","","","","false","0031U00001v885DQAQ","","UKG HRO","","","","","","","","","","","","","432-813-3870","","","","","","PropelHR","false","","","","","","2022-06-01","","","","","","","","","false","","","","","","","","","","SC","","2022-06-01","","Competitor","TLM only contract","","false","false","ASO","","","www.thekentcompanies.com","","","","false","","",""
"false","","4A's","Prospect","","Association","","","","","","","","","","","","","","","false","","","","","","false","2021-10-06T18:33:55.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001x46PaQAI","","","","false","false","false","false","","false","","","U2R, Inc.","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
"false","Andy Sharpe/Cliff Bray","Andy Sharpe","Client","ASO","Broker","","","","","Fargo","58104","ND","2511 Kirsten Lane South Ste 107","","2021-11-24","","Foxella, Inc.","","2021-10-08","false","","","ND","","","false","2021-10-06T19:19:17.000Z","","","","","false","false","false","2021-10-13","86-2785394","false","","false","","","","2021-11-15","false","","Yes","","false","false","0011U00001x474kQAA","","Transportation/Motor Carriers","","false","false","false","false","","false","","","Foxella","","1","","","","","Weekly","Weekly","","","","2021-11-20","2021-11-15","false","0031U00001v8BPDQA2","Becky Cumberland","Worklio","","","","","","","","","","","","","8287720353","","","","","","PropelHR","false","","","","","","","","","","","","","","","false","Fargo","58104","ND","2511 Kirsten Lane S. Ste 107","","","","","","ND","","","","","","","false","false","ASO","","","www.dispatchandservices.com","","","","true","2021-10-13","71082",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-10-20T17:04:35.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001xPEH0QAO","","Retail","","false","false","false","false","","false","","","Envision Horizons","","10","","","","","","","","","","","","false","","","","","","","","","","","","","","","","+1 646-791-5103","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","envisionhorizons.com","","","","false","","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-10-20T18:39:15.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001xPGKaQAO","","","","false","false","false","false","","false","","","McAps, Inc","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(713) 941-1300","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
"false","","","Prospect","ASO","","","","","","Sandy Springs","30328","GA","6405 Blue Stond Rd. Unit 220","","","","","","","false","","","","","","false","2021-10-25T14:29:44.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001xQ5t7QAC","","Recreation","","false","false","false","false","","false","","","TURN Studio, LLC","","16","","","","","","","","","","","","false","","","","","","","","","","","","","","","","678.515.3122","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","ASO","","","http://www.turnstudio.com","","","","false","","",""
"false","Michelle Shane & Mary Hipp","","Client","PEO","Call In","","","","","Greenville","29611","SC","701 Easley Bridge Rd","","2022-01-14","","Feed and Seed Co","","2021-10-17","false","","","SC","","","false","2021-10-12T13:49:22.000Z","","","","","false","false","false","2021-10-11","47-1146394","false","","true","","","","2022-01-01","false","","","","false","false","0011U00001xYl56QAC","","Not For Profit","","false","false","false","false","","false","","","Feed & Seed Co.","","10","UKG","","","","Semi-Monthly","","","","","2021-12-31","2021-12-15","false","0031U00001vhKRSQA2","Stephen King","UKG","","","","","","","","","","","","","0000000000","","","","","","PropelHR","false","","","","","","","","","","","","","","","false","Greenville","29611","SC","701 Easley Bridge Rd","","","","","","SC","","","","","","","false","false","PEO","feedandseedsc","","artisanfoodsolutions.com","","","","false","","",""
"false","","","","","","","","","","GOSHEN","46528","IN","","","","","","","","false","","","","","","false","2021-10-15T14:01:15.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001xZQcaQAG","","Wholesale Trade","","false","false","false","false","","false","","","Quality Drive Away, Inc.","","81","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(574) 642-2012","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","http://www.qualitydriveaway.com","","","","false","","",""
"false","","","","","","","","","","","","","","","","","","","","false","","","","","","false","2021-10-19T13:58:10.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00001xaTUKQA2","","","","false","false","false","false","","false","","","World Ventures US","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","9728055100","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
